34110,Cessenon-sur-Orb,1
34111,Pomérols,1
34112,Olargues,1
34113,Colombiers,1
34114,Saint-Drézéry,1
34115,Vailhauquès,1
34116,Caux,1
34117,Cers,1
34118,Mudaison,1
34119,Saint-Martin-de-Londres,1
34120,Montblanc,1
34121,Puisserguier,1
34122,Aniane,1
34123,Thézan-lès-Béziers,1
34124,Murviel-lès-Béziers,1
34125,Lansargues,1
34126,Portiragnes,1
34127,Capestang,1
34128,Lespignan,1
34129,Saint-Aunès,1
34130,Canet,1
34131,Montarnaud,1
34132,Villeveyrac,1
34133,Beaulieu,1
34134,Montady,1
34135,Paulhan,1
34136,Nissan-lez-Enserune,1
34137,Montagnac,1
34138,Sussargues,1
34139,Magalas,1
34140,Saint-Mathieu-de-Tréviers,1
34141,Servian,1
34142,Cazouls-lès-Béziers,1
34201,Florensac,2
34202,Saint-Georges-d'Orques,2
34203,Vias,2
34204,Saint-André-de-Sangonis,2
34205,Palavas-les-Flots,2
34206,Castries,2
34207,Gignac,2
34208,Mireval,2
34209,Pignan,2
34210,Bessan,2
34211,Marseillan,2
34212,Ganges,2
34213,Pézenas,2
34214,Cournonterral,2
34215,Lodève,2
34301,Clermont-l'Hérault,3
34302,Baillargues,3
34303,Mèze,3
34304,Bédarieux,3
34305,Sérignan,3
34306,Mauguio,3
34401,Agde,4
34501,Sète,5
34502,Béziers,5
34701,Montpellier,7
35101,Chevaigné,1
35102,Montreuil-sur-Ille,1
35103,La Fresnais,1
35104,Saint-Jouan-des-Guérets,1
35105,Plerguer,1
35106,Crevin,1
35107,Saint-Erblon,1
35108,Nouvoitou,1
35109,Bourg-des-Comptes,1
35110,Corps-Nuds,1
35111,Louvigné-du-Désert,1
35112,Breteil,1
35113,Tinténiac,1
35114,Servon-sur-Vilaine,1
35115,Pipriac,1
35116,Saint-Aubin-d'Aubigné,1
35117,Saint-Aubin-du-Cormier,1
35118,Romillé,1
35119,Romagné,1
35120,Miniac-Morvan,1
35121,Plélan-le-Grand,1
35122,Chavagne,1
35123,Saint-Méloir-des-Ondes,1
35124,Bourgbarré,1
35125,Goven,1
35126,Argentré-du-Plessis,1
35127,La Bouëxière,1
35128,Iffendic,1
35129,Orgères,1
35130,Maen Roch,1
35131,La Mézière,1
35132,Saint-Gilles,1
35201,Laillé,2
35202,Cancale,2
35203,Gévezé,2
35204,La Guerche-de-Bretagne,2
35205,Dol-de-Bretagne,2
35206,Saint-Méen-le-Grand,2
35207,Montauban-de-Bretagne,2
35208,Combourg,2
35209,Noyal-sur-Vilaine,2
35210,Retiers,2
35211,Bréal-sous-Montfort,2
35212,Montfort-sur-Meu,2
35213,Acigné,2
35214,Guipry-Messac,2
35215,Bain-de-Bretagne,2
35216,Mordelles,2
35217,Liffré,2
35218,Bédée,2
35219,Vern-sur-Seiche,2
35220,Janzé,2
35221,Guichen,2
35222,Châteaubourg,2
35301,Châteaugiron,3
35302,Le Rheu,3
35303,Vitré,3
35401,Fougères,4
35402,Saint-Malo,4
35701,Rennes,7
36101,Valençay,1
36102,Châtillon-sur-Indre,1
36103,Vatan,1
36104,Villedieu-sur-Indre,1
36105,Saint-Gaultier,1
36106,Chabris,1
36107,Levroux,1
36108,Ardentes,1
36109,Buzançais,1
36201,Le Blanc,2
36202,La Châtre,2
36203,Argenton-sur-Creuse,2
36301,Issoudun,3
36501,Châteauroux,5
37101,Richelieu,1
37102,Saint-Paterne-Racan,1
37103,Chanceaux-sur-Choisille,1
37104,Truyes,1
37105,Sainte-Maure-de-Touraine,1
37106,Monnaie,1
37107,Beaumont-en-Véron,1
37108,Langeais,1
37201,Cinq-Mars-la-Pile,2
37202,Azay-le-Rideau,2
37203,Esvres,2
37204,Bourgueil,2
